ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
549	CLINTON	2	0	0	0	0	0	1	0	0	1	He has cut the deficit by two-thirds.
550	CLINTON	0	0	0	0	0	0	0	0	0	0	So, yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people.
551	CLINTON	0	0	0	0	0	0	0	0	0	0	So I do have investments, investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead.
552	CLINTON	0	0	0	0	0	0	0	0	0	0	That's the kind of approach that will work.
553	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary...
554	CLINTON	0	0	0	0	0	0	0	0	0	0	Cutting taxes on the wealthy, we've tried that.
555	CLINTON	0	0	0	0	0	0	0	0	0	0	It has not worked the way that it has been promised.
556	WALLACE	2	0	0	0	1	1	0	0	0	0	Secretary Clinton, I want to pursue your plan, because in many ways it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949.
557	TRUMP	0	0	0	0	0	0	0	0	0	0	Correct.
558	WALLACE	0	0	0	0	0	0	0	0	0	0	Thank you, sir.
559	WALLACE	0	0	0	0	0	0	0	0	0	0	You told me in July when we spoke that the problem is that President Obama didn't get to do enough in what he was trying to do with his stimulus.
560	WALLACE	0	0	0	0	0	0	0	0	0	0	So is your plan basically more -- even more of the Obama stimulus?
561	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, it's a combination, Chris.
562	CLINTON	0	0	0	0	0	0	0	0	0	0	And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation.
563	CLINTON	0	0	0	0	0	0	0	0	0	0	I was in the Senate before I became secretary of state.
564	CLINTON	0	0	0	0	0	0	0	0	0	0	I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy.
565	CLINTON	1	0	0	0	1	0	0	0	0	0	I personally believe that the steps that President Obama took saved the economy.
566	CLINTON	0	0	0	0	0	0	0	0	0	0	He doesn't get the credit he deserves for taking some very hard positions.
567	CLINTON	0	0	0	0	0	0	0	0	0	0	But it was a terrible recession.
568	CLINTON	0	0	0	0	0	0	0	0	0	0	So now we've dug ourselves out of it, we're standing, but we're not yet running.
569	CLINTON	0	0	0	0	0	0	0	0	0	0	So what I am proposing is that we invest from the middle out and the ground up, not the top down.
570	CLINTON	0	0	0	0	0	0	0	0	0	0	That is not going to work.
571	CLINTON	6	1	1	1	0	0	0	1	1	1	That's why what I have put forward doesn't add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs.
572	CLINTON	1	0	0	0	0	1	0	0	0	0	We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs.
573	CLINTON	0	0	0	0	0	0	0	0	0	0	We've got to do more to get the whole economy moving, and that's what I believe I will be able to do.
574	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump, even conservative economists who have looked at your plan say that the numbers don't add up, that your idea, and you've talked about 25 million jobs created, 4 percent...
575	TRUMP	0	0	0	0	0	0	0	0	0	0	Over a 10-year period.
576	WALLACE	0	0	0	0	0	0	0	0	0	0	growth is unrealistic.
577	WALLACE	0	0	0	0	0	0	0	0	0	0	And they say -- you talk a lot about growing the energy industry.
578	WALLACE	0	0	0	0	0	0	0	0	0	0	They say with oil prices as low as they are right now, that's unrealistic, as well.
579	WALLACE	0	0	0	0	0	0	0	0	0	0	Your response, sir?
580	TRUMP	0	0	0	0	0	0	0	0	0	0	So I just left some high representatives of India.
581	TRUMP	1	1	0	0	0	0	0	0	0	0	They're growing at 8 percent.
582	TRUMP	1	1	0	0	0	0	0	0	0	0	China is growing at 7 percent.
583	TRUMP	0	0	0	0	0	0	0	0	0	0	And that for them is a catastrophically low number.
584	TRUMP	1	1	0	0	0	0	0	0	0	0	We are growing -- our last report came out -- and it's right around the 1 percent level.
585	TRUMP	1	1	0	0	0	0	0	0	0	0	And I think it's going down.
586	TRUMP	3	1	0	1	0	1	0	0	0	0	Last week, as you know, the end of last week, they came out with an anemic jobs report.
587	TRUMP	1	0	0	0	0	1	0	0	0	0	A terrible jobs report.
588	TRUMP	0	0	0	0	0	0	0	0	0	0	In fact I said, is that the last jobs report before the election?
589	TRUMP	0	0	0	0	0	0	0	0	0	0	Because if it is, I should win easily, it was so bad.
590	TRUMP	0	0	0	0	0	0	0	0	0	0	The report was so bad.
591	TRUMP	1	0	0	0	0	0	0	1	0	0	Look, our country is stagnant.
592	TRUMP	3	0	0	1	0	0	0	1	1	0	We've lost our jobs.
593	TRUMP	3	0	0	1	0	0	0	1	1	0	We've lost our businesses.
594	TRUMP	4	1	0	1	0	0	0	1	1	0	We're not making things anymore, relatively speaking.
595	TRUMP	0	0	0	0	0	0	0	0	0	0	Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world.
596	TRUMP	0	0	0	0	0	0	0	0	0	0	I've visited so many communities.
597	TRUMP	0	0	0	0	0	0	0	0	0	0	This has been such an incredible education for me, Chris.
598	TRUMP	0	0	0	0	0	0	0	0	0	0	I've gotten to know so many -- I've developed so many friends over the last year.
599	TRUMP	0	0	0	0	0	0	0	0	0	0	And they cry when they see what's happened.
600	TRUMP	0	0	0	0	0	0	0	0	0	0	I pass factories that were thriving 20, 25 years ago, and because of the bill that her husband signed and she blessed 100 percent, it is just horrible what's happened to these people in these communities.
601	TRUMP	0	0	0	0	0	0	0	0	0	0	Now, she can say that her husband did well, but, boy, did they suffer as NAFTA kicked in, because it didn't really kick in very much, but it kicked in after they left.
602	TRUMP	0	0	0	0	0	0	0	0	0	0	Boy, did they suffer.
603	TRUMP	0	0	0	0	0	0	0	0	0	0	That was one of the worst things that's ever been signed by our country.
604	TRUMP	1	0	0	0	0	0	0	1	0	0	Now she wants to sign Trans-Pacific Partnership.
605	TRUMP	0	0	0	0	0	0	0	0	0	0	And she wants it.
606	TRUMP	1	0	0	0	0	0	0	1	0	0	She lied when she said she didn't call it the gold standard in one of the debates.
607	TRUMP	0	0	0	0	0	0	0	0	0	0	She totally lied.
608	TRUMP	0	0	0	0	0	0	0	0	0	0	She did call it the gold standard.
609	TRUMP	1	0	0	0	0	0	1	0	0	0	And they actually fact checked, and they said I was right.
610	TRUMP	0	0	0	0	0	0	0	0	0	0	I was so honored.
611	WALLACE	0	0	0	0	0	0	0	0	0	0	I want you to give you a chance to briefly speak to that, and then I want to pivot to one-sixth of the economy...
612	TRUMP	0	0	0	0	0	0	0	0	0	0	And that will be as bad as NAFTA.
613	WALLACE	0	0	0	0	0	0	0	0	0	0	which is Obamacare.
614	WALLACE	0	0	0	0	0	0	0	0	0	0	But go ahead, briefly.
615	CLINTON	1	0	0	0	0	0	1	0	0	0	Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it.
616	CLINTON	1	1	0	0	0	0	0	0	0	0	It didn't meet my test.
617	CLINTON	0	0	0	0	0	0	0	0	0	0	I've had the same test.
618	CLINTON	0	0	0	0	0	0	0	0	0	0	Does it create jobs, raise incomes, and further our national security?
619	CLINTON	0	0	0	0	0	0	0	0	0	0	I'm against it now.
620	CLINTON	0	0	0	0	0	0	0	0	0	0	I'll be against it after the election.
621	CLINTON	0	0	0	0	0	0	0	0	0	0	I'll be against it when I'm president.
622	CLINTON	1	0	0	0	0	0	1	0	0	0	There's only one of us on this stage who's actually shipped jobs to Mexico, because that's Donald.
623	CLINTON	0	0	0	0	0	0	0	0	0	0	He's shipped jobs to 12 countries, including Mexico.
624	CLINTON	0	0	0	0	0	0	0	0	0	0	But he mentioned China.
625	CLINTON	1	0	0	0	0	1	0	0	0	0	And, you know, one of the biggest problems we have with China is the illegal dumping of steel and aluminum into our markets.
626	CLINTON	0	0	0	0	0	0	0	0	0	0	I have fought against that as a senator.
627	CLINTON	0	0	0	0	0	0	0	0	0	0	I've stood up against it as secretary of state.
628	CLINTON	1	0	0	0	0	0	0	0	1	0	Donald has bought Chinese steel and aluminum.
629	CLINTON	2	0	0	0	0	1	0	0	1	0	In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel.
630	CLINTON	0	0	0	0	0	0	0	0	0	0	So he goes around with crocodile tears about how terrible it is, but he has given jobs to Chinese steelworkers, not American steelworkers.
631	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump?
632	CLINTON	0	0	0	0	0	0	0	0	0	0	That's the kind of approach that is just not going to work.
633	TRUMP	0	0	0	0	0	0	0	0	0	0	Well, let me just say -- let me just say.
634	CLINTON	0	0	0	0	0	0	0	0	0	0	We're going to pull the country together.
635	CLINTON	0	0	0	0	0	0	0	0	0	0	We're going to have trade agreements that we enforce.
636	CLINTON	0	0	0	0	0	0	0	0	0	0	That's why I'm going to have a trade prosecutor for the first time in history.
637	CLINTON	0	0	0	0	0	0	0	0	0	0	And we're going to enforce those agreements, and we're going to look for businesses to help us by buying American products.
638	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton?
639	WALLACE	0	0	0	0	0	0	0	0	0	0	Go ahead, Mr. Trump.
640	TRUMP	0	0	0	0	0	0	0	0	0	0	Let me ask a simple question.
641	TRUMP	0	0	0	0	0	0	0	0	0	0	She's been doing this for 30 years.
642	TRUMP	0	0	0	0	0	0	0	0	0	0	Why the hell didn't you do it over the last 15, 20 years?
643	CLINTON	0	0	0	0	0	0	0	0	0	0	No, I voted.
644	TRUMP	0	0	0	0	0	0	0	0	0	0	You were very much involved -- excuse me.
645	TRUMP	0	0	0	0	0	0	0	0	0	0	My turn.
646	TRUMP	0	0	0	0	0	0	0	0	0	0	You were very much involved in every aspect of this country.
647	TRUMP	0	0	0	0	0	0	0	0	0	0	Very much.
648	TRUMP	0	0	0	0	0	0	0	0	0	0	And you do have experience.
649	TRUMP	0	0	0	0	0	0	0	0	0	0	I say the one thing you have over me is experience, but it's bad experience, because what you've done has turned out badly.
650	TRUMP	0	0	0	0	0	0	0	0	0	0	For 30 years, you've been in a position to help, and if you say that I use steel or I use something else, I -- make it impossible for me to do that.
651	TRUMP	0	0	0	0	0	0	0	0	0	0	I wouldn't mind.
652	TRUMP	0	0	0	0	0	0	0	0	0	0	The problem is, you talk, but you don't get anything done, Hillary.
653	TRUMP	0	0	0	0	0	0	0	0	0	0	You don't.
654	TRUMP	6	1	1	0	0	0	1	1	1	1	Just like when you ran the State Department, $6 billion was missing.
655	TRUMP	8	1	1	1	0	1	1	1	1	1	How do you miss $6 billion?
656	TRUMP	8	1	1	1	0	1	1	1	1	1	You ran the State Department, $6 billion was either stolen.
657	TRUMP	5	1	1	0	0	1	1	0	0	1	They don't know.
658	TRUMP	8	1	1	1	0	1	1	1	1	1	It's gone, $6 billion.
659	TRUMP	0	0	0	0	0	0	0	0	0	0	If you become president, this country is going to be in some mess.
660	TRUMP	0	0	0	0	0	0	0	0	0	0	Believe me.
661	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, first of all, what he just said about the State Department is not only untrue, it's been debunked numerous times.
662	CLINTON	0	0	0	0	0	0	0	0	0	0	But I think it's really an important issue.
663	CLINTON	0	0	0	0	0	0	0	0	0	0	He raised the 30 years of experience, so let me just talk briefly about that.
664	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, back in the 1970s, I worked for the Children's Defense Fund.
665	CLINTON	0	0	0	0	0	0	0	0	0	0	And I was taking on discrimination against African-American kids in schools.
666	CLINTON	2	0	0	0	0	1	1	0	0	0	He was getting sued by the Justice Department for racial discrimination in his apartment buildings.
667	CLINTON	0	0	0	0	0	0	0	0	0	0	In the 1980s, I was working to reform the schools in Arkansas.
668	CLINTON	1	0	0	0	0	0	0	0	0	1	He was borrowing $14 million from his father to start his businesses.
669	CLINTON	0	0	0	0	0	0	0	0	0	0	In the 1990s, I went to Beijing and I said women's rights are human rights.
670	CLINTON	0	0	0	0	0	0	0	0	0	0	He insulted a former Miss Universe, Alicia Machado, called her an eating machine.
671	TRUMP	0	0	0	0	0	0	0	0	0	0	Give me a break.
672	CLINTON	0	0	0	0	0	0	0	0	0	0	"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice."""
673	CLINTON	0	0	0	0	0	0	0	0	0	0	So I'm happy to compare my 30 years of experience, what I've done for this country, trying to help in every way I could, especially kids and families get ahead and stay ahead, with your 30 years, and I'll let the American people make that decision.
674	TRUMP	0	0	0	0	0	0	0	0	0	0	Well, I think I did a much better job.
675	TRUMP	1	0	0	0	0	1	0	0	0	0	I built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars.
676	TRUMP	3	0	0	0	1	0	0	1	0	1	I started with a $1 million loan.
677	TRUMP	0	0	0	0	0	0	0	0	0	0	I agree with that.
678	TRUMP	0	0	0	0	0	0	0	0	0	0	It's a $1 million loan.
679	TRUMP	0	0	0	0	0	0	0	0	0	0	But I built a phenomenal company.
680	TRUMP	0	0	0	0	0	0	0	0	0	0	And if we could run our country the way I've run my company, we would have a country that you would be so proud of.
681	TRUMP	0	0	0	0	0	0	0	0	0	0	You would even be proud of it.
682	TRUMP	0	0	0	0	0	0	0	0	0	0	And frankly, when you look at her real record, take a look at Syria.
683	TRUMP	0	0	0	0	0	0	0	0	0	0	Take a look at the migration.
684	TRUMP	0	0	0	0	0	0	0	0	0	0	Take a look at Libya.
685	TRUMP	0	0	0	0	0	0	0	0	0	0	Take a look at Iraq.
686	TRUMP	4	0	0	0	0	1	1	1	0	1	She gave us ISIS, because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because when -- we should never have been in Iraq, but once we were there, we should have never got out the way they wanted to get out.
687	TRUMP	0	0	0	0	0	0	0	0	0	0	She gave us ISIS as sure as you are sitting there.
688	TRUMP	1	0	1	0	0	0	0	0	0	0	And what happened is now ISIS is in 32 countries.
689	TRUMP	0	0	0	0	0	0	0	0	0	0	And now I listen how she's going to get rid of ISIS.
690	TRUMP	0	0	0	0	0	0	0	0	0	0	She's going to get rid of nobody.
691	WALLACE	0	0	0	0	0	0	0	0	0	0	All right.
692	WALLACE	0	0	0	0	0	0	0	0	0	0	We are going to get to foreign hot spots in a few moments, but the next segment is fitness to be president of the United States.
693	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump, at the last debate, you said your talk about grabbing women was just that, talk, and that you'd never actually done it.
694	WALLACE	1	0	0	0	0	1	0	0	0	0	And since then, as we all know, nine women have come forward and have said that you either groped them or kissed them without their consent.
695	WALLACE	0	0	0	0	0	0	0	0	0	0	Why would so many different women from so many different circumstances over so many different years, why would they all in this last couple of weeks make up -- you deny this -- why would they all make up these stories?
696	WALLACE	0	0	0	0	0	0	0	0	0	0	Since this is a question for both of you, Secretary Clinton, Mr. Trump says what your husband did and that you defended was even worse.
697	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump, you go first.
698	TRUMP	7	1	0	1	1	0	1	1	1	1	Well, first of all, those stories have been largely debunked.
699	TRUMP	1	0	0	0	0	0	0	0	0	1	Those people -- I don't know those people.
700	TRUMP	0	0	0	0	0	0	0	0	0	0	I have a feeling how they came.
701	TRUMP	0	0	0	0	0	0	0	0	0	0	I believe it was her campaign that did it.
702	TRUMP	1	0	0	0	1	0	0	0	0	0	Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence?
703	TRUMP	1	0	0	0	1	0	0	0	0	0	She's the one and Obama that caused the violence.
704	TRUMP	2	0	0	0	1	0	0	1	0	0	They hired people -- they paid them $1,500, and they're on tape saying be violent, cause fights, do bad things.
705	TRUMP	0	0	0	0	0	0	0	0	0	0	I would say the only way -- because those stories are all totally false, I have to say that.
706	TRUMP	0	0	0	0	0	0	0	0	0	0	And I didn't even apologize to my wife, who's sitting right here, because I didn't do anything.
707	TRUMP	0	0	0	0	0	0	0	0	0	0	I didn't know any of these -- I didn't see these women.
708	TRUMP	0	0	0	0	0	0	0	0	0	0	These women -- the woman on the plane, the -- I think they want either fame or her campaign did it.
709	TRUMP	0	0	0	0	0	0	0	0	0	0	And I think it's her campaign.
710	TRUMP	1	1	0	0	0	0	0	0	0	0	Because what I saw what they did, which is a criminal act, by the way, where they're telling people to go out and start fist-fights and start violence.
711	TRUMP	1	1	0	0	0	0	0	0	0	0	And I'll tell you what, in particular in Chicago, people were hurt and people could have been killed in that riot.
712	TRUMP	2	1	0	0	0	1	0	0	0	0	And that was now all on tape, started by her.
713	TRUMP	0	0	0	0	0	0	0	0	0	0	I believe, Chris, that she got these people to step forward.
714	TRUMP	0	0	0	0	0	0	0	0	0	0	If it wasn't, they get their 10 minutes of fame.
715	TRUMP	0	0	0	0	0	0	0	0	0	0	But they were all totally -- it was all fiction.
716	TRUMP	0	0	0	0	0	0	0	0	0	0	It was lies, and it was fiction.
717	CLINTON	0	0	0	0	0	0	0	0	0	0	Well...
718	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton?
719	CLINTON	0	0	0	0	0	0	0	0	0	0	At the last debate, we heard Donald talking about what he did to women.
720	CLINTON	0	0	0	0	0	0	0	0	0	0	And after that, a number of women have come forward saying that's exactly what he did to them.
721	CLINTON	0	0	0	0	0	0	0	0	0	0	Now, what was his response?
722	CLINTON	3	0	0	1	1	0	0	0	0	1	Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.
723	TRUMP	4	0	0	1	0	1	0	1	0	1	I did not say that.
724	TRUMP	4	0	0	1	0	1	0	1	0	1	I did not say that.
725	CLINTON	0	0	0	0	0	0	0	0	0	0	In fact, he went on to say...
726	WALLACE	0	0	0	0	0	0	0	0	0	0	Her two minutes -- sir, her two minutes.
727	WALLACE	0	0	0	0	0	0	0	0	0	0	Her two minutes.
728	TRUMP	4	0	0	1	0	1	0	1	0	1	I did not say that.
729	WALLACE	0	0	0	0	0	0	0	0	0	0	It's her two minutes.
730	CLINTON	0	0	0	0	0	0	0	0	0	0	"He went on to say, ""Look at her."
731	CLINTON	0	0	0	0	0	0	0	0	0	0	"I don't think so."""
732	CLINTON	0	0	0	0	0	0	0	0	0	0	"About another woman, he said, ""That wouldn't be my first choice."""
733	CLINTON	0	0	0	0	0	0	0	0	0	0	"He attacked the woman reporter writing the story, called her ""disgusting,"" as he has called a number of women during this campaign."
734	CLINTON	0	0	0	0	0	0	0	0	0	0	Donald thinks belittling women makes him bigger.
735	CLINTON	0	0	0	0	0	0	0	0	0	0	He goes after their dignity, their self-worth, and I don't think there is a woman anywhere who doesn't know what that feels like.
736	CLINTON	0	0	0	0	0	0	0	0	0	0	So we now know what Donald thinks and what he says and how he acts toward women.
737	CLINTON	0	0	0	0	0	0	0	0	0	0	That's who Donald is.
738	CLINTON	0	0	0	0	0	0	0	0	0	0	I think it's really up to all of us to demonstrate who we are and who our country is, and to stand up and be very clear about what we expect from our next president, how we want to bring our country together, where we don't want to have the kind of pitting of people one against the other, where instead we celebrate our diversity, we lift people up, and we make our country even greater.
739	CLINTON	0	0	0	0	0	0	0	0	0	0	America is great, because America is good.
740	CLINTON	0	0	0	0	0	0	0	0	0	0	And it really is up to all of us to make that true, now and in the future, and particularly for our children and our grandchildren.
741	WALLACE	0	0	0	0	0	0	0	0	0	0	Mr. Trump...
742	TRUMP	1	0	0	0	0	1	0	0	0	0	Nobody has more respect for women than I do.
743	TRUMP	0	0	0	0	0	0	0	0	0	0	Nobody.
744	SYSTEM	0	0	0	0	0	0	0	0	0	0	(LAUGHTER)
745	TRUMP	0	0	0	0	0	0	0	0	0	0	Nobody has more respect...
746	WALLACE	0	0	0	0	0	0	0	0	0	0	Please, everybody.
747	TRUMP	0	0	0	0	0	0	0	0	0	0	And frankly, those stories have been largely debunked.
748	TRUMP	0	0	0	0	0	0	0	0	0	0	And I really want to just talk about something slightly different.
749	TRUMP	0	0	0	0	0	0	0	0	0	0	She mentions this, which is all fiction, all fictionalized, probably or possibly started by her and her very sleazy campaign.
750	TRUMP	4	0	0	0	0	0	1	1	1	1	But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress.
751	TRUMP	0	0	0	0	0	0	0	0	0	0	What happened to the FBI, I don't know.
752	TRUMP	2	0	0	0	0	1	0	1	0	0	We have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the FBI.
753	TRUMP	1	0	0	0	0	0	0	1	0	0	One lie.
754	TRUMP	1	1	0	0	0	0	0	0	0	0	She's lied hundreds of times to the people, to Congress, and to the FBI.
755	TRUMP	0	0	0	0	0	0	0	0	0	0	He's going to probably go to jail.
756	TRUMP	0	0	0	0	0	0	0	0	0	0	This is a four-star general.
757	TRUMP	0	0	0	0	0	0	0	0	0	0	And she gets away with it, and she can run for the presidency of the United States?
758	TRUMP	0	0	0	0	0	0	0	0	0	0	That's really what you should be talking about, not fiction, where somebody wants fame or where they come out of her crooked campaign.
759	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton?
760	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.
761	CLINTON	0	0	0	0	0	0	0	0	0	0	And it's not just about women.
762	CLINTON	1	0	0	0	1	0	0	0	0	0	He never apologizes or says he's sorry for anything.
763	CLINTON	0	0	0	0	0	0	0	0	0	0	So we know what he has said and what he's done to women.
764	CLINTON	2	0	0	0	1	0	1	0	0	0	But he also went after a disabled reporter, mocked and mimicked him on national television.
765	TRUMP	2	0	0	0	1	0	1	0	0	0	Wrong.
766	CLINTON	1	0	0	0	0	0	1	0	0	0	He went after Mr. and Mrs. Khan, the parents of a young man who died serving our country, a Gold Star family, because of their religion.
767	CLINTON	1	0	0	0	0	0	1	0	0	0	"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured."""
768	CLINTON	1	0	0	0	0	0	1	0	0	0	He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican.
769	CLINTON	0	0	0	0	0	0	0	0	0	0	So it's not one thing.
770	CLINTON	0	0	0	0	0	0	0	0	0	0	This is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies.
771	CLINTON	0	0	0	0	0	0	0	0	0	0	That is not who America is.
772	CLINTON	0	0	0	0	0	0	0	0	0	0	And I hope that as we move in the last weeks of this campaign, more and more people will understand what's at stake in this election.
773	CLINTON	0	0	0	0	0	0	0	0	0	0	It really does come down to what kind of country we are going to have.
774	TRUMP	0	0	0	0	0	0	0	0	0	0	So sad when she talks about violence at my rallies, and she caused the violence.
775	TRUMP	0	0	0	0	0	0	0	0	0	0	It's on tape.
776	WALLACE	0	0	0	0	0	0	0	0	0	0	During the last...
777	TRUMP	0	0	0	0	0	0	0	0	0	0	The other things are false, but honestly, I'd love to talk about getting rid of ISIS, and I'd love to talk about other things...
778	WALLACE	0	0	0	0	0	0	0	0	0	0	OK.
779	TRUMP	0	0	0	0	0	0	0	0	0	0	but those other charges, as she knows, are false.
780	WALLACE	0	0	0	0	0	0	0	0	0	0	In this bucket about fitness to be president, there's been a lot of developments over the last 10 days since the last debate.
781	WALLACE	0	0	0	0	0	0	0	0	0	0	I'd like to ask you about them.
782	WALLACE	0	0	0	0	0	0	0	0	0	0	These are questions that the American people have.
783	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, during your 2009 Senate confirmation hearing, you promised to avoid even the appearance of a conflict of interest with your dealing with the Clinton Foundation while you were secretary of state, but e-mails show that donors got special access to you.
784	WALLACE	0	0	0	0	0	0	0	0	0	0	Those seeking grants for Haiti relief were considered separately from non-donors, and some of those donors got contracts, government contracts, taxpayer money.
785	WALLACE	0	0	0	0	0	0	0	0	0	0	Can you really say that you kept your pledge to that Senate committee?
786	WALLACE	0	0	0	0	0	0	0	0	0	0	And why isn't what happened and what went on between you and the Clinton Foundation, why isn't it what Mr. Trump calls pay to play?
787	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, everything I did as secretary of state was in furtherance of our country's interests and our values.
788	CLINTON	0	0	0	0	0	0	0	0	0	0	The State Department has said that.
789	CLINTON	0	0	0	0	0	0	0	0	0	0	I think that's been proven.
790	CLINTON	0	0	0	0	0	0	0	0	0	0	But I am happy, in fact I'm thrilled to talk about the Clinton Foundation, because it is a world-renowned charity and I am so proud of the work that it does.
791	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, I could talk for the rest of the debate -- I know I don't have the time to do that.
792	CLINTON	1	0	0	0	0	0	1	0	0	0	But just briefly, the Clinton Foundation made it possible for 11 million people around the world with HIV-AIDS to afford treatment, and that's about half all the people in the world who are getting treatment.
793	CLINTON	0	0	0	0	0	0	0	0	0	0	In partnership with the American Health Association...
794	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton...
795	CLINTON	0	0	0	0	0	0	0	0	0	0	we have made environments in schools healthier for kids, including healthier lunches...
796	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, respectfully, this is -- this is an open discussion.
797	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, it is an open discussion.
798	CLINTON	0	0	0	0	0	0	0	0	0	0	And you...
799	WALLACE	0	0	0	0	0	0	0	0	0	0	And the specific question went to pay for play.
800	WALLACE	0	0	0	0	0	0	0	0	0	0	Do you want to talk about that?
801	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, but there is no -- but there is no evidence -- but there is...
802	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
803	TRUMP	0	0	0	0	0	0	0	0	0	0	I think that it's been very well...
804	WALLACE	0	0	0	0	0	0	0	0	0	0	Let's ask Mr. Trump.
805	CLINTON	0	0	0	0	0	0	0	0	0	0	There is a lot of evidence about the very good work...
806	TRUMP	0	0	0	0	0	0	0	0	0	0	It's been very well studied.
807	CLINTON	0	0	0	0	0	0	0	0	0	0	and the high rankings...
808	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
809	WALLACE	0	0	0	0	0	0	0	0	0	0	Please let me Mr. Trump speak.
810	TRUMP	1	0	0	0	0	0	0	1	0	0	and it's a criminal enterprise, and so many people know it.
811	WALLACE	0	0	0	0	0	0	0	0	0	0	Please let Mr. Trump speak.
812	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
813	TRUMP	1	0	0	0	0	0	0	1	0	0	It's a criminal enterprise.
814	TRUMP	0	0	0	0	0	0	0	0	0	0	Saudi Arabia giving $25 million, Qatar, all of these countries.
815	TRUMP	0	0	0	0	0	0	0	0	0	0	You talk about women and women's rights?
816	TRUMP	1	0	0	0	0	0	1	0	0	0	So these are people that push gays off business -- off buildings.
817	TRUMP	1	0	0	0	0	0	1	0	0	0	These are people that kill women and treat women horribly.
818	TRUMP	1	0	0	0	0	0	1	0	0	0	And yet you take their money.
819	TRUMP	0	0	0	0	0	0	0	0	0	0	So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly?
820	TRUMP	0	0	0	0	0	0	0	0	0	0	Why don't you give back the money?
821	TRUMP	0	0	0	0	0	0	0	0	0	0	I think it would be a great gesture.
822	TRUMP	0	0	0	0	0	0	0	0	0	0	Because she takes a tremendous amount of money.
823	TRUMP	0	0	0	0	0	0	0	0	0	0	And you take a look at the people of Haiti.
824	TRUMP	0	0	0	0	0	0	0	0	0	0	I was at a little Haiti the other day in Florida.
825	TRUMP	0	0	0	0	0	0	0	0	0	0	And I want to tell you, they hate the Clintons, because what's happened in Haiti with the Clinton Foundation is a disgrace.
826	TRUMP	0	0	0	0	0	0	0	0	0	0	And you know it, and they know it, and everybody knows it.
827	WALLACE	0	0	0	0	0	0	0	0	0	0	Secretary Clinton?
828	CLINTON	1	0	0	0	0	0	0	1	0	0	Well, very quickly, we at the Clinton Foundation spend 90 percent -- 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country.
