Debate	ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
26_09_2016	1044	TRUMP	1	0	0	0	0	0	1	0	0	0	I haven't given lots of thought to NATO.
26_09_2016	1045	TRUMP	1	0	0	0	0	0	1	0	0	0	But two things.
26_09_2016	1046	TRUMP	2	0	0	0	0	1	0	0	1	0	Number one, the 28 countries of NATO, many of them aren't paying their fair share.
26_09_2016	1047	TRUMP	1	0	0	0	0	1	0	0	0	0	Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract.

Chunk #137:
26_09_2016	1051	TRUMP	1	0	0	1	0	0	0	0	0	0	And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division.
26_09_2016	1052	TRUMP	1	0	0	1	0	0	0	0	0	0	And I think that's great.
26_09_2016	1053	TRUMP	1	0	0	1	0	0	0	0	0	0	And I think we should get -- because we pay approximately 73 percent of the cost of NATO.

Chunk #138:
26_09_2016	1058	TRUMP	1	0	0	0	0	0	1	0	0	0	And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO.
26_09_2016	1059	TRUMP	1	0	0	0	0	0	0	1	0	0	I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton.

Chunk #139:
26_09_2016	1090	TRUMP	1	0	0	0	0	0	0	0	0	1	The record shows that I'm right.
26_09_2016	1091	TRUMP	1	0	0	0	0	0	1	0	0	0	When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows?

Chunk #140:
26_09_2016	1124	TRUMP	1	0	0	0	0	1	0	0	0	0	I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament.
26_09_2016	1125	TRUMP	1	0	0	0	0	1	0	0	0	0	I have a winning temperament.

Chunk #141:
26_09_2016	1161	CLINTON	1	0	1	0	0	0	0	0	0	0	He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...
26_09_2016	1162	TRUMP	1	0	1	0	0	0	0	0	0	0	Wrong.

Chunk #142:
26_09_2016	1180	TRUMP	1	0	0	0	0	1	0	0	0	0	Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries.
26_09_2016	1181	TRUMP	1	0	0	0	0	1	0	0	0	0	They do not pay us.
26_09_2016	1182	TRUMP	1	0	0	0	0	1	0	0	0	0	But they should be paying us, because we are providing tremendous service and we're losing a fortune.

Chunk #143:
26_09_2016	1200	TRUMP	1	1	0	0	0	0	0	0	0	0	But Russia has been expanding their -- they have a much newer capability than we do.
26_09_2016	1201	TRUMP	3	0	0	1	0	1	0	0	1	0	We have not been updating from the new standpoint.

Chunk #144:
26_09_2016	1211	TRUMP	1	0	0	0	0	1	0	0	0	0	China should solve that problem for us.
26_09_2016	1212	TRUMP	1	0	0	0	0	1	0	0	0	0	China should go into North Korea.
26_09_2016	1213	TRUMP	2	0	0	0	0	1	1	0	0	0	China is totally powerful as it relates to North Korea.

Chunk #145:
26_09_2016	1301	TRUMP	1	0	0	0	0	1	0	0	0	0	I mean, can you imagine, we're defending Saudi Arabia
26_09_2016	1302	TRUMP	1	0	0	0	0	1	0	0	0	0	And with all of the money they have, we're defending them, and they're not paying?
26_09_2016	1303	TRUMP	1	0	0	0	0	1	0	0	0	0	All you have to do is speak to them.

Chunk #146:
26_09_2016	1325	CLINTON	3	0	1	0	0	1	1	0	0	0	But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...
26_09_2016	1326	TRUMP	1	0	1	0	0	0	0	0	0	0	I never said that.

Chunk #147:
26_09_2016	1331	CLINTON	2	0	0	1	0	0	0	0	1	0	"And he called this woman ""Miss Piggy."""
26_09_2016	1332	CLINTON	2	0	0	1	0	0	0	0	1	0	"Then he called her ""Miss Housekeeping,"" because she was Latina."

Chunk #148:
26_09_2016	1378	TRUMP	1	0	0	0	0	1	0	0	0	0	We are a nation that is seriously troubled.
26_09_2016	1379	TRUMP	1	0	0	0	0	1	0	0	0	0	We're losing our jobs.
26_09_2016	1380	TRUMP	2	0	0	0	0	1	1	0	0	0	People are pouring into our country.
26_09_2016	1381	TRUMP	1	0	0	0	0	1	0	0	0	0	The other day, we were deporting 800 people.
26_09_2016	1382	TRUMP	2	0	0	0	0	1	1	0	0	0	And perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens.
26_09_2016	1383	TRUMP	2	0	0	0	0	1	1	0	0	0	Ended up becoming citizens.
26_09_2016	1384	TRUMP	2	0	0	0	0	1	1	0	0	0	And it was 800.
26_09_2016	1385	TRUMP	2	0	0	0	0	1	1	0	0	0	And now it turns out it might be 1,800, and they don't even know.
Debate	ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text

Chunk #149:
09_10_2016	34	TRUMP	7	0	1	1	0	1	1	1	1	1	When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.
09_10_2016	35	TRUMP	1	0	0	0	0	1	0	0	0	0	When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it's in business and trade, where we're doing so badly.
09_10_2016	36	TRUMP	6	0	1	1	0	1	1	0	1	1	Last year, we had almost $800 billion trade deficit.

Chunk #150:
09_10_2016	45	TRUMP	2	0	0	0	0	1	0	1	0	0	Just today, policemen was shot, two killed.
09_10_2016	46	TRUMP	1	0	0	0	0	0	0	1	0	0	And this is happening on a weekly basis.

Chunk #151:
09_10_2016	82	TRUMP	1	0	0	0	0	1	0	0	0	0	I have great respect for women.
09_10_2016	83	TRUMP	1	0	0	0	0	1	0	0	0	0	Nobody has more respect for women than I do.

Chunk #152:
09_10_2016	112	CLINTON	1	0	0	1	0	0	0	0	0	0	We've seen him rate women on their appearance, ranking them from one to ten.
09_10_2016	113	CLINTON	1	0	0	1	0	0	0	0	0	0	We've seen him embarrass women on TV and on Twitter.
09_10_2016	114	CLINTON	2	0	0	1	0	0	1	0	0	0	We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.

Chunk #153:
09_10_2016	129	TRUMP	3	0	1	1	0	0	1	0	0	0	I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.
09_10_2016	130	TRUMP	1	0	0	0	0	0	0	1	0	0	I've heard them where Hillary is constantly talking about the inner cities of our country, which are a disaster education-wise, jobwise, safety-wise, in every way possible.

Chunk #154:
09_10_2016	156	TRUMP	1	0	0	0	0	1	0	0	0	0	If you look at Bill Clinton, far worse.
09_10_2016	157	TRUMP	1	0	0	0	0	1	0	0	0	0	Mine are words, and his was action.
09_10_2016	158	TRUMP	1	0	0	0	0	1	0	0	0	0	His was what he's done to women.
09_10_2016	159	TRUMP	2	0	0	0	0	1	0	0	1	0	There's never been anybody in the history politics in this nation that's been so abusive to women.
09_10_2016	160	TRUMP	4	0	0	0	0	1	0	1	1	1	So you can say any way you want to say it, but Bill Clinton was abusive to women.
09_10_2016	161	TRUMP	6	1	0	0	1	1	1	1	0	1	Hillary Clinton attacked those same women and attacked them viciously.

Chunk #155:
09_10_2016	163	TRUMP	4	0	0	0	1	1	1	0	0	1	One of the women, who is a wonderful woman, at 12 years old, was raped at 12.
09_10_2016	164	TRUMP	7	1	0	0	1	1	1	1	1	1	Her client she represented got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped.

Chunk #156:
09_10_2016	169	TRUMP	5	1	0	1	0	1	0	1	1	0	But what President Clinton did, he was impeached, he lost his license to practice law.
09_10_2016	170	TRUMP	5	1	0	1	0	1	0	1	1	0	He had to pay an $850,000 fine to one of the women.

Chunk #157:
09_10_2016	181	CLINTON	1	0	0	0	0	0	0	1	0	0	But he never apologizes for anything to anyone.
09_10_2016	182	CLINTON	2	0	0	0	1	1	0	0	0	0	He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq.
09_10_2016	183	CLINTON	2	0	0	0	1	1	0	0	0	0	And Donald insulted and attacked them for weeks over their religion.
09_10_2016	184	CLINTON	2	0	0	0	1	1	0	0	0	0	He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, "Mexican."
09_10_2016	185	CLINTON	2	0	0	0	1	1	0	0	0	0	He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.
09_10_2016	186	CLINTON	2	0	0	0	1	1	0	0	0	0	And he never apologized for the racist lie that President Obama was not born in the United States of America.
09_10_2016	187	CLINTON	2	0	0	0	1	1	0	0	0	0	He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words.
09_10_2016	188	TRUMP	8	0	1	1	1	1	1	1	1	1	Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal -- he's another real winner that you have -- and he's the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that.

Chunk #158:
09_10_2016	193	TRUMP	1	0	0	0	0	0	1	0	0	0	I've gotten to see the commercials that they did on you.
09_10_2016	194	TRUMP	1	0	0	0	0	0	1	0	0	0	And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary.

Chunk #159:
09_10_2016	344	CLINTON	2	0	0	1	0	0	1	0	0	0	Right now, we are at 90 percent health insurance coverage.
09_10_2016	345	CLINTON	1	0	0	1	0	0	0	0	0	0	That's the highest we've ever been in our country.

Chunk #160:
09_10_2016	362	TRUMP	1	0	0	0	0	1	0	0	0	0	And not only expensive for the person that has it, unbelievably expensive for our country.
09_10_2016	363	TRUMP	1	0	0	0	0	1	0	0	0	0	It's going to be one of the biggest line items very shortly.

Chunk #161:
09_10_2016	368	TRUMP	9	1	1	1	1	1	1	1	1	1	She wants to go to a single-payer plan, which would be a disaster, somewhat similar to Canada.
09_10_2016	369	TRUMP	1	0	0	1	0	0	0	0	0	0	And if you haven't noticed the Canadians, when they need a big operation, when something happens, they come into the United States in many cases because their system is so slow.

Chunk #162:
09_10_2016	417	TRUMP	1	0	0	0	0	1	0	0	0	0	You know that, because Jonathan Gruber, the architect of Obamacare, was said -- he said it was a great lie, it was a big lie.
09_10_2016	418	TRUMP	2	0	0	0	0	0	1	1	0	0	President Obama said you keep your doctor, you keep your plan.
09_10_2016	419	TRUMP	1	0	0	0	0	0	0	1	0	0	The whole thing was a fraud, and it doesn't work.
09_10_2016	420	TRUMP	1	0	0	0	0	1	0	0	0	0	But when we get rid of those lines, you will have competition, and we will be able to keep pre-existing, we'll also be able to help people that can't get -- don't have money because we are going to have people protected.

Chunk #163:
09_10_2016	445	TRUMP	1	0	0	1	0	0	0	0	0	0	Look at that horrible -- these are radical Islamic terrorists.
09_10_2016	446	TRUMP	1	0	0	1	0	0	0	0	0	0	And she won't even mention the word and nor will President Obama.
09_10_2016	447	TRUMP	1	0	0	0	0	0	0	0	1	0	He won't use the term "radical Islamic terrorism."

Chunk #164:
09_10_2016	498	TRUMP	3	0	0	0	0	1	1	1	0	0	And Hillary Clinton wants to allow a 550 percent increase over Obama.
09_10_2016	499	TRUMP	3	0	0	0	0	1	0	1	1	0	People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more.

Chunk #165:
09_10_2016	504	TRUMP	2	0	0	0	0	1	1	0	0	0	But I don't want to have, with all the problems this country has and all of the problems that you see going on, hundreds of thousands of people coming in from Syria when we know nothing about them.
09_10_2016	505	TRUMP	1	0	0	0	0	0	0	1	0	0	We know nothing about their values and we know nothing about their love for our country.

Chunk #166:
09_10_2016	523	CLINTON	2	0	0	0	0	0	1	0	1	0	And indeed, you can look at the propaganda on a lot of the terrorists sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.
09_10_2016	524	CLINTON	3	0	1	0	1	0	1	0	0	0	And the final thing I would say, this is the 10th or 12th time that he's denied being for the war in Iraq.
09_10_2016	525	CLINTON	2	0	1	0	1	0	0	0	0	0	We have it on tape.
09_10_2016	526	CLINTON	2	0	1	0	1	0	0	0	0	0	The entire press corps has looked at it.

Chunk #167:
09_10_2016	532	TRUMP	8	0	1	1	1	1	1	1	1	1	I was against -- I was against the war in Iraq.
09_10_2016	533	TRUMP	3	0	1	0	1	0	0	0	0	1	Has not been debunked.

Chunk #168:
09_10_2016	547	TRUMP	1	0	0	0	0	1	0	0	0	0	And they don't want them.
09_10_2016	548	TRUMP	1	0	0	0	0	1	0	0	0	0	And Hillary Clinton, when she was secretary of state, said that's OK, we can't force it into their country.

Chunk #169:
09_10_2016	552	TRUMP	2	0	0	0	0	1	1	0	0	0	We're also letting drugs pour through our southern border at a record clip.
09_10_2016	553	TRUMP	1	0	0	0	0	1	0	0	0	0	At a record clip.

Chunk #170:
09_10_2016	573	CLINTON	3	1	0	0	0	1	0	0	0	1	As I recall, that was something I said about Abraham Lincoln after having seen the wonderful Steven Spielberg movie called "Lincoln."
09_10_2016	574	CLINTON	2	1	0	0	0	1	0	0	0	0	It was a master class watching President Lincoln get the Congress to approve the 13th Amendment.

Chunk #171:
09_10_2016	594	TRUMP	1	1	0	0	0	0	0	0	0	0	And she lied.
09_10_2016	595	TRUMP	1	1	0	0	0	0	0	0	0	0	Now she's blaming the lie on the late, great Abraham Lincoln.

Chunk #172:
09_10_2016	605	TRUMP	1	0	0	0	0	0	0	1	0	0	But I don't know Putin.
09_10_2016	606	TRUMP	4	0	1	0	0	1	0	0	1	1	But I notice, anytime anything wrong happens, they like to say the Russians are -- she doesn't know if it's the Russians doing the hacking.
09_10_2016	607	TRUMP	4	0	1	0	0	1	0	0	1	1	Maybe there is no hacking.

Chunk #173:
09_10_2016	613	TRUMP	1	0	0	0	0	1	0	0	0	0	I have no businesses there.
09_10_2016	614	TRUMP	1	0	0	0	0	1	0	0	0	0	I have no loans from Russia.

Chunk #174:
09_10_2016	623	TRUMP	1	0	0	0	0	0	1	0	0	0	Soros, who's a friend of hers, took a massive deduction.
09_10_2016	624	TRUMP	1	0	0	0	0	0	1	0	0	0	Many of the people that are giving her all this money that she can do many more commercials than me gave her -- took massive deductions.
09_10_2016	625	TRUMP	2	0	0	0	0	0	0	1	1	0	I pay hundreds of millions of dollars in taxes.

Chunk #175:
09_10_2016	657	TRUMP	1	0	0	0	0	0	0	0	1	0	But we're bringing the tax rate down from 35 percent to 15 percent.
09_10_2016	658	TRUMP	1	0	0	0	0	1	0	0	0	0	We're cutting taxes for the middle class.
09_10_2016	659	TRUMP	1	0	0	0	0	1	0	0	0	0	And I will tell you, we are cutting them big league for the middle class.
09_10_2016	660	TRUMP	6	1	1	1	0	1	0	1	0	1	And I will tell you, Hillary Clinton is raising your taxes, folks.

Chunk #176:
09_10_2016	667	TRUMP	1	0	0	0	0	1	0	0	0	0	We have no growth in this country.
09_10_2016	668	TRUMP	1	0	0	0	0	1	0	0	0	0	There's no growth.

Chunk #177:
09_10_2016	720	TRUMP	1	0	0	0	0	1	0	0	0	0	See, I understand the tax code better than anybody that's ever run for president.
09_10_2016	721	TRUMP	1	0	0	0	0	0	0	0	0	1	Hillary Clinton -- and it's extremely complex -- Hillary Clinton has friends that want all of these provisions, including they want the carried interest provision, which is very important to Wall Street people.
09_10_2016	722	TRUMP	2	0	0	0	0	1	0	0	0	1	But they really want the carried interest provision, which I believe Hillary's leaving.

Chunk #178:
09_10_2016	745	TRUMP	1	0	0	0	0	0	0	0	0	1	She's made bad judgments on Libya, on Syria, on Iraq.
09_10_2016	746	TRUMP	3	0	0	0	0	1	0	1	0	1	I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.

Chunk #179:
09_10_2016	819	TRUMP	3	0	0	0	1	0	0	0	1	1	First of all, she was there as secretary of state with the so-called line in the sand, which...
09_10_2016	820	CLINTON	4	0	0	0	1	0	1	0	1	1	No, I wasn't.
09_10_2016	821	CLINTON	4	0	0	0	1	0	1	0	1	1	I was gone.

Chunk #180:
09_10_2016	867	TRUMP	5	1	1	1	0	1	0	0	1	0	I don't like Assad at all, but Assad is killing ISIS.
09_10_2016	868	TRUMP	5	1	1	1	0	1	0	0	1	0	Russia is killing ISIS.
09_10_2016	869	TRUMP	4	0	1	1	0	1	0	0	1	0	And Iran is killing ISIS.
09_10_2016	870	TRUMP	1	0	1	0	0	0	0	0	0	0	And those three have now lined up because of our weak foreign policy.

Chunk #181:
09_10_2016	974	TRUMP	3	0	0	0	0	0	0	1	1	1	It stripped us of manufacturing jobs.
09_10_2016	975	TRUMP	2	0	0	0	0	0	0	1	1	0	We lost our jobs.
09_10_2016	976	TRUMP	2	0	0	0	0	0	0	1	1	0	We lost our money.
09_10_2016	977	TRUMP	2	0	0	0	0	0	0	1	1	0	We lost our plants.

Chunk #182:
09_10_2016	980	TRUMP	2	0	0	0	0	1	1	0	0	0	She called it the gold standard.
09_10_2016	981	TRUMP	1	0	0	0	0	0	0	1	0	0	And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it.

Chunk #183:
09_10_2016	1033	CLINTON	2	0	0	0	0	1	0	1	0	0	And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect.
09_10_2016	1034	CLINTON	2	0	0	0	0	1	0	1	0	0	Bullying is up.

Chunk #184:
09_10_2016	1083	TRUMP	2	0	0	0	0	1	1	0	0	0	She said who is going to answer the call at 3 o'clock in the morning?
09_10_2016	1084	TRUMP	2	0	0	0	0	1	1	0	0	0	Guess what?
09_10_2016	1085	TRUMP	2	0	0	0	0	1	1	0	0	0	She didn't answer it, because when Ambassador Stevens...

Chunk #185:
09_10_2016	1175	TRUMP	3	0	0	1	1	1	0	0	0	0	I ask Hillary, why doesn't -- she made $250 million by being in office.
09_10_2016	1176	TRUMP	3	0	0	1	1	1	0	0	0	0	She used the power of her office to make a lot of money.
09_10_2016	1177	TRUMP	2	0	0	1	1	0	0	0	0	0	Why isn't she funding, not for $100 million, but why don't you put $10 million or $20 million or $25 million or $30 million into your own campaign?
